0,44.83,7,1,1,0,0,1.625,1,1,0,1,0,160,2,1
0,20.67,5.29,0,0,8,0,0.375,0,0,1,1,0,160,0,1
0,34.08,6.5,0,0,12,0,0.125,0,1,0,0,0,443,0,1
1,19.17,0.585,1,1,12,0,0.585,0,1,0,0,0,160,0,1
0,21.67,1.165,1,1,5,0,2.5,0,0,1,1,0,180,20,1
0,21.5,9.75,0,0,0,0,0.25,0,1,0,1,0,140,0,1
0,49.58,19,0,0,13,7,0,0,0,1,1,0,94,0,1
1,27.67,1.5,0,0,6,0,2,0,1,0,1,2,368,0,1
0,39.83,0.5,0,0,6,0,0.25,0,1,0,1,2,288,0,1
0,27.25,0.625,0,0,12,0,0.455,0,1,0,0,0,200,0,1
0,37.17,4,0,0,0,2,5,0,1,0,0,2,280,0,1
0,25.67,2.21,1,1,12,0,4,0,1,0,1,0,188,0,1
0,34,4.5,0,0,12,0,1,0,1,0,0,0,240,0,1
1,49,1.5,0,0,4,3,0,0,1,0,0,0,100,27,1
0,62.5,12.75,1,1,0,1,5,0,1,0,1,0,112,0,1
0,31.42,15.5,0,0,0,0,0.5,0,1,0,1,0,120,0,1
0,52.33,1.375,1,1,0,1,9.46,0,1,0,0,0,200,100,1
0,28.75,1.5,1,1,0,0,1.5,0,1,0,0,0,0,225,1
1,28.58,3.54,0,0,3,2,0.5,0,1,0,0,0,171,0,1
0,23,0.625,1,1,12,0,0.125,0,1,0,1,0,180,1,1
1,22.5,11,1,1,8,0,3,0,1,0,0,0,268,0,1
1,28.5,1,0,0,8,0,1,0,0,2,0,0,167,500,1
0,37.5,1.75,1,1,0,2,0.25,0,1,0,0,0,164,400,1
0,35.25,16.5,1,1,0,0,4,0,1,0,1,0,80,0,1
0,18.67,5,0,0,8,0,0.375,0,0,2,1,0,0,38,1
0,25,12,0,0,5,0,2.25,0,0,2,0,0,120,5,1
0,27.83,4,1,1,3,1,5.75,0,0,2,0,0,75,0,1
0,54.83,15.5,0,0,11,5,0,0,0,20,1,0,152,130,1
0,28.75,1.165,0,0,5,0,0.5,0,1,0,1,2,280,0,1
1,25,11,1,1,12,0,4.5,0,1,0,1,0,120,0,1
0,40.92,2.25,1,1,10,1,10,0,1,0,0,0,176,0,1
1,19.75,0.75,0,0,0,0,0.795,0,0,5,0,0,140,5,1
0,29.17,3.5,0,0,9,0,3.5,0,0,3,0,0,329,0,1
1,24.5,1.04,1,1,13,7,0.5,0,0,3,1,0,180,147,1
0,24.58,12.5,0,0,9,0,0.875,0,1,0,0,0,260,0,1
1,33.75,0.75,0,0,5,2,1,0,0,3,0,0,212,0,1
0,20.67,1.25,1,1,0,1,1.375,0,0,3,0,0,140,210,1
1,25.42,1.125,0,0,8,0,1.29,0,0,2,1,0,200,0,1
0,37.75,7,0,0,8,1,11.5,0,0,7,0,0,300,5,1
0,52.5,6.5,0,0,5,0,6.29,0,0,15,1,0,0,11202,-1
0,57.83,7.04,0,0,6,0,14,0,0,6,0,0,360,1332,-1
1,20.75,10.335,0,0,2,1,0.335,0,0,1,0,0,80,50,-1
0,39.92,6.21,0,0,8,0,0.04,0,0,1,1,0,200,300,-1
0,25.67,12.5,0,0,2,0,1.21,0,0,67,0,0,140,258,-1
1,24.75,12.5,0,0,12,0,1.5,0,0,12,0,0,120,567,-1
1,44.17,6.665,0,0,8,0,7.375,0,0,3,0,0,0,0,-1
1,23.5,9,0,0,8,0,8.5,0,0,5,0,0,120,0,-1
0,34.92,5,0,0,10,1,7.5,0,0,6,0,0,0,1000,-1
0,47.67,2.5,0,0,6,2,2.5,0,0,12,0,0,410,2510,-1
0,22.75,11,0,0,8,0,2.5,0,0,7,0,0,100,809,-1
0,34.42,4.25,0,0,3,2,3.25,0,0,2,1,0,274,610,-1
1,28.42,3.5,0,0,9,0,0.835,0,1,0,1,2,280,0,-1
0,67.75,5.5,0,0,11,5,13,0,0,1,0,0,0,0,-1
0,20.42,1.835,0,0,0,0,2.25,0,0,1,1,0,100,150,-1
1,47.42,8,0,0,11,2,6.5,0,0,6,1,0,375,51100,-1
0,36.25,5,0,0,0,2,2.5,0,0,6,1,0,0,367,-1
0,32.67,5.5,0,0,8,1,5.5,0,0,12,0,0,408,1000,-1
0,48.58,6.5,0,0,8,1,6,0,1,0,0,0,350,0,-1
0,39.92,0.54,1,1,12,0,0.5,0,0,3,1,0,200,1000,-1
0,33.58,2.75,0,0,6,0,4.25,0,0,6,1,0,204,0,-1
1,18.83,9.5,0,0,9,0,1.625,0,0,6,0,0,40,600,-1
1,26.92,13.5,0,0,8,1,5,0,0,2,1,0,0,5000,-1
1,31.25,3.75,0,0,2,1,0.625,0,0,9,0,0,181,0,-1
1,56.5,16,0,0,4,7,0,0,0,15,1,0,0,247,-1
0,43,0.29,1,1,2,1,1.75,0,0,8,1,0,100,375,-1
0,22.33,11,0,0,9,0,2,0,0,1,1,0,80,278,-1
0,27.25,1.665,0,0,2,1,5.085,0,0,9,1,0,399,827,-1
0,32.83,2.5,0,0,2,1,2.75,0,0,6,1,0,160,2072,-1
0,23.25,1.5,0,0,8,0,2.375,0,0,3,0,0,0,582,-1
1,40.33,7.54,1,1,8,1,8,0,0,14,1,0,0,2300,-1
1,30.5,6.5,0,0,0,2,4,0,0,7,0,0,0,3065,-1
1,52.83,15,0,0,0,0,5.5,0,0,14,1,0,0,2200,-1
1,46.67,0.46,0,0,2,1,0.415,0,0,11,0,0,440,6,-1
1,58.33,10,0,0,8,0,4,0,0,14,1,0,0,1602,-1
0,37.33,6.5,0,0,6,1,4.25,0,0,12,0,0,93,0,-1
0,23.08,2.5,0,0,0,0,1.085,0,0,11,0,0,60,2184,-1
0,32.75,1.5,0,0,2,1,5.5,0,0,3,0,0,0,0,-1
1,21.67,11.5,1,1,4,3,0,0,0,11,0,0,0,0,-1
1,28.5,3.04,1,1,10,1,2.54,0,0,1,1,0,70,0,-1
1,68.67,15,0,0,11,5,0,0,0,14,1,0,0,3376,-1
0,28,2,0,0,5,1,4.165,0,0,2,0,0,181,0,-1
0,34.08,0.08,1,1,6,2,0.04,0,0,1,0,0,280,2000,-1
0,27.67,2,0,0,10,1,1,0,0,4,1,0,140,7544,-1
0,44,2,0,0,6,0,1.75,0,0,2,0,0,0,15,-1
0,25.08,1.71,0,0,10,0,1.665,0,0,1,0,0,395,20,-1
0,32,1.75,1,1,11,1,0.04,0,1,0,0,0,393,0,-1
1,60.58,16.5,0,0,8,0,11,0,1,0,0,0,21,10561,-1
1,40.83,10,0,0,8,1,1.75,0,1,0,1,0,29,837,-1
0,19.33,9.5,0,0,8,0,1,0,1,0,0,0,60,400,-1
1,32.33,0.54,0,0,2,0,0.04,0,1,0,1,0,440,11177,-1
0,36.67,3.25,0,0,8,1,9,0,1,0,0,0,102,639,-1
0,37.5,1.125,1,1,1,0,1.5,1,1,0,0,0,431,0,-1
1,25.08,2.54,1,1,12,0,0.25,0,1,0,0,0,370,0,-1
0,41.33,0,0,0,0,2,15,0,1,0,1,0,0,0,-1
0,56,12.5,0,0,5,1,8,0,1,0,0,0,24,2028,-1
1,49.83,13.585,0,0,5,1,8.5,0,1,0,0,0,0,0,-1
0,22.67,10.5,0,0,8,1,1.335,0,1,0,1,0,100,0,-1
0,27,1.5,1,1,9,0,0.375,0,1,0,0,0,260,1065,-1
0,25,12.5,0,0,12,0,3,0,1,0,0,2,20,0,-1
1,26.08,8.665,0,0,12,0,1.415,0,1,0,1,0,160,150,-1
1,18.42,9.25,0,0,8,0,1.21,0,0,4,1,0,60,540,-1
0,20.17,8.17,0,0,12,0,1.96,0,0,14,1,0,60,158,-1
0,47.67,0.29,0,0,0,2,15,0,0,20,1,0,0,15000,-1
1,21.25,2.335,0,0,3,2,0.5,0,0,4,1,2,80,0,-1
1,20.67,3,0,0,8,0,0.165,0,0,3,1,0,100,6,-1
1,57.08,19.5,0,0,0,0,5.5,0,0,7,1,0,0,3000,-1
1,22.42,5.665,0,0,8,0,2.585,0,0,7,1,0,129,3257,-1
0,48.75,8.5,0,0,0,1,12.5,0,0,9,1,0,181,1655,-1
0,40,6.5,0,0,12,2,3.5,0,0,1,1,0,0,500,-1
0,40.58,5,0,0,0,0,5,0,0,7,1,0,0,3065,-1
1,28.67,1.04,0,0,0,0,2.5,0,0,5,0,0,300,1430,-1
1,33.08,4.625,0,0,8,1,1.625,0,0,2,1,0,0,0,-1
0,21.33,10.5,0,0,0,0,3,0,1,0,0,0,0,0,-1
0,42,0.205,0,0,3,1,5.125,0,1,0,1,0,400,0,-1
0,41.75,0.96,0,0,10,0,2.5,0,1,0,1,0,510,600,-1
0,22.67,1.585,1,1,9,0,3.085,0,0,6,1,0,80,0,-1
0,34.5,4.04,1,1,3,2,8.5,0,0,7,0,0,195,0,-1
0,28.25,5.04,1,1,0,2,1.5,0,0,8,0,0,144,7,-1
0,33.17,3.165,1,1,10,0,3.165,0,0,3,0,0,380,0,-1
0,48.17,7.625,0,0,9,1,15.5,0,0,12,1,0,0,790,-1
0,27.58,2.04,1,1,12,0,2,0,0,3,0,0,370,560,-1
0,22.58,10.04,0,0,10,0,0.04,0,0,9,1,0,60,396,-1
1,24.08,0.5,0,0,8,1,1.25,0,0,1,1,0,0,678,-1
1,41.33,1,0,0,3,2,2.25,0,1,0,0,0,0,300,-1
1,20.75,10.25,0,0,8,0,0.71,0,0,2,0,0,49,0,-1
0,36.33,2.125,1,1,9,0,0.085,0,0,1,1,0,50,1187,-1
1,35.42,12,0,0,8,1,14,0,0,8,1,0,0,6590,-1
0,28.67,9.335,0,0,8,1,5.665,0,0,6,1,0,381,168,-1
0,35.17,2.5,0,0,5,0,4.5,0,0,7,1,0,150,1270,-1
0,39.5,4.25,0,0,0,2,6.5,0,0,16,1,0,117,1210,-1
0,39.33,5.875,0,0,2,1,10,0,0,14,0,0,399,0,-1
0,24.33,6.625,1,1,1,0,5.5,0,1,0,0,2,100,0,-1
0,60.08,14.5,0,0,13,7,18,0,0,15,0,0,0,1000,-1
0,23.08,11.5,0,0,3,0,3.5,0,0,9,1,0,56,742,-1
0,26.67,2.71,1,1,2,0,5.25,0,0,1,1,0,211,0,-1
0,48.17,3.5,0,0,12,0,3.5,0,1,0,1,2,230,0,-1
0,41.17,4.04,0,0,2,1,7,0,0,8,1,0,320,0,-1
0,55.92,11.5,0,0,13,7,5,0,0,5,1,0,0,8851,-1
0,53.92,9.625,0,0,11,0,8.665,0,0,5,1,0,0,0,-1
1,18.92,9.25,1,1,0,0,1,0,0,4,0,0,80,500,-1
1,50.08,12.54,0,0,12,0,2.29,0,0,3,0,0,156,0,-1
0,65.42,11,0,0,11,5,20,0,0,7,0,0,22,0,-1
1,17.58,9,0,0,12,0,1.375,0,1,0,0,0,0,0,-1
1,18.83,9.54,0,0,12,0,0.085,0,1,0,1,0,100,0,-1
1,37.75,5.5,0,0,8,0,0.125,0,1,0,0,0,228,0,-1
0,23.25,4,0,0,0,2,0.25,0,1,0,0,0,160,0,-1
0,18.08,5.5,0,0,5,0,0.5,0,1,0,1,0,80,0,-1
1,22.5,8.46,1,1,10,0,2.46,1,1,0,1,0,164,0,-1
0,19.67,0.375,0,0,8,0,2,0,0,2,0,0,80,0,-1
0,22.08,11,0,0,2,0,0.665,0,1,0,1,0,100,0,-1
0,25.17,3.5,0,0,2,0,0.625,0,0,7,1,0,0,7059,-1
1,47.42,3,0,0,10,0,13.875,0,0,2,0,0,519,1704,-1
0,33.5,1.75,0,0,10,1,4.5,0,0,4,0,0,253,857,-1
0,27.67,13.75,0,0,9,0,5.75,0,1,0,0,0,487,500,-1
1,58.42,21,0,0,3,2,10,0,0,13,1,0,0,6700,-1
1,20.67,1.835,0,0,8,0,2.085,0,0,5,1,0,220,2503,-1
0,26.17,0.25,0,0,3,2,0,0,1,0,0,0,0,0,-1
0,21.33,7.5,0,0,12,0,1.415,0,0,1,1,0,80,9800,-1
0,42.83,4.625,0,0,8,0,4.58,0,1,0,1,2,0,0,-1
0,38.17,10.125,0,0,10,0,2.5,0,0,6,1,0,520,196,-1
0,20.5,10,1,1,0,0,2.5,0,1,0,1,2,40,0,-1
0,48.25,25.085,0,0,9,0,1.75,0,0,3,1,0,120,14,-1
0,28.33,5,0,0,9,0,11,0,1,0,0,0,70,0,-1
0,18.5,2,0,0,3,0,1.5,0,0,2,1,0,120,300,-1
0,33.17,3.04,1,1,0,1,2.04,0,0,1,0,0,180,18027,-1
0,45,8.5,0,0,2,1,14,0,0,1,0,0,88,2000,-1
1,19.67,0.21,0,0,8,1,0.29,0,0,11,1,0,80,99,-1
0,21.83,11,0,0,10,0,0.29,0,0,6,1,0,121,0,-1
0,40.25,21.5,0,0,11,5,20,0,0,11,1,0,0,1200,-1
0,41.42,5,0,0,8,1,5,0,0,6,0,0,470,0,-1
1,17.83,11,0,0,10,1,1,0,0,11,1,0,0,3000,-1
0,23.17,11.125,0,0,10,1,0.46,0,0,1,1,0,100,0,-1
0,18.17,10.25,0,0,0,1,1.085,1,1,0,1,0,320,13,1
0,20,11.045,0,0,0,0,2,1,1,0,0,0,136,0,1
0,20,0,0,0,1,0,0.5,1,1,0,1,0,144,0,1
1,20.75,9.54,0,0,3,0,0.04,1,1,0,1,0,200,1000,1
1,24.5,1.75,1,1,0,0,0.165,1,1,0,1,0,132,0,1
0,32.75,2.335,0,0,1,1,5.75,1,1,0,0,0,292,0,1
1,52.17,0,1,1,13,7,0,1,1,0,1,0,0,0,1
1,48.17,1.335,0,0,3,8,0.335,1,1,0,1,0,0,120,1
1,20.42,10.5,1,1,10,1,0,1,1,0,0,0,154,32,1
0,50.75,0.585,0,0,13,7,0,1,1,0,1,0,145,0,1
0,17.08,0.085,1,1,0,0,0.04,1,1,0,1,0,140,722,1
0,18.33,1.21,1,1,11,6,0,1,1,0,1,0,100,0,1
1,32,6,0,0,1,0,1.25,1,1,0,1,0,272,0,1
0,59.67,1.54,0,0,8,0,0.125,0,1,0,0,0,260,0,-1
0,18,0.165,0,0,8,4,0.21,1,1,0,1,0,200,40,-1
0,32.33,2.5,0,0,0,0,1.25,1,1,0,0,0,280,0,1
0,18.08,6.75,1,1,6,0,0.04,1,1,0,1,0,140,0,1
0,38.25,10.125,1,1,5,0,0.125,1,1,0,1,0,160,0,1
0,30.67,2.5,0,0,2,1,2.25,1,1,0,0,2,340,0,1
0,18.58,5.71,0,0,1,0,0.54,1,1,0,1,0,120,0,1
1,19.17,5.415,0,0,3,1,0.29,1,1,0,1,0,80,484,1
1,18.17,10,1,1,8,1,0.165,1,1,0,1,0,340,0,1
0,16.25,0.835,0,0,6,0,0.085,0,1,0,1,2,200,0,1
0,21.17,0.875,1,1,0,1,0.25,1,1,0,1,0,280,204,1
0,23.92,0.585,1,1,2,1,0.125,1,1,0,1,0,240,1,1
0,17.67,4.46,0,0,0,0,0.25,1,1,0,1,2,80,0,1
1,16.5,1.25,0,0,8,0,0.25,1,0,1,1,0,108,98,1
0,23.25,12.625,0,0,0,0,0.125,1,0,2,1,0,0,5552,1
0,17.58,10,0,0,9,1,0.165,1,0,1,1,0,120,1,1
0,29.5,0.58,0,0,9,0,0.29,1,0,1,1,0,340,2803,1
0,18.83,0.415,1,1,0,0,0.165,1,0,1,1,0,200,1,1
1,21.75,1.75,1,1,4,3,0,1,1,0,1,0,160,0,1
0,23,0.75,0,0,6,0,0.5,1,1,0,0,2,320,0,1
1,18.25,10,0,0,9,0,1,1,0,1,1,0,120,1,1
0,25.42,0.54,0,0,9,0,0.165,1,0,1,1,0,272,444,1
0,35.75,2.415,0,0,9,0,0.125,1,0,2,1,0,220,1,1
1,16.08,0.335,0,0,13,7,0,1,0,1,1,0,160,126,1
1,31.92,3.125,0,0,13,7,3.04,1,0,2,0,0,200,4,1
0,69.17,9,0,0,13,7,4,1,0,1,1,0,70,6,1
0,32.92,2.5,0,0,12,0,1.75,1,0,2,0,0,720,0,1
0,16.33,2.75,0,0,12,0,0.665,1,0,1,1,0,80,21,1
0,22.17,12.125,0,0,0,0,3.335,1,0,2,0,0,180,173,1
1,57.58,2,0,0,13,7,6.5,1,0,1,1,0,0,10,1
0,18.25,0.165,0,0,1,0,0.25,1,1,0,0,2,280,0,1
0,23.42,1,0,0,0,0,0.5,1,1,0,0,2,280,0,1
1,15.92,2.875,0,0,8,0,0.085,1,1,0,1,0,120,0,1
1,24.75,13.665,0,0,8,1,1.5,1,1,0,1,0,280,1,1
0,48.75,26.335,1,1,13,7,0,0,1,0,0,0,0,0,1
0,23.5,2.75,0,0,13,7,4.5,1,1,0,1,0,160,25,1
0,18.58,10.29,0,0,13,7,0.415,1,1,0,1,0,80,0,1
0,27.75,1.29,0,0,5,1,0.25,1,1,0,0,2,140,0,1
1,31.75,3,1,1,4,3,0,1,1,0,1,0,160,20,1
1,24.83,4.5,0,0,9,0,1,1,1,0,0,0,360,6,1
0,19,1.75,1,1,0,0,2.335,1,1,0,0,0,112,6,1
1,16.33,0.21,0,0,12,0,0.125,1,1,0,1,0,200,1,1
1,18.58,10,0,0,1,0,0.415,1,1,0,1,0,80,42,1
0,16.25,0,1,1,12,0,0.25,1,1,0,1,0,60,0,1
0,23,0.75,0,0,6,0,0.5,0,1,0,0,2,320,0,1
0,21.17,0.25,1,1,0,1,0.25,1,1,0,1,0,280,204,1
0,17.5,22,2,2,13,8,0,1,1,0,0,1,450,1e+005,-1
0,19.17,0,1,1,6,2,0,1,1,0,0,2,500,1,-1
0,36.75,0.125,1,1,0,0,1.5,1,1,0,0,0,232,113,-1
0,21.25,1.5,0,0,9,0,1.5,1,1,0,1,0,150,8,-1
1,18.08,0.375,2,2,2,7,10,1,1,0,0,2,300,0,-1
1,33.67,0.375,0,0,2,0,0.375,1,1,0,1,0,300,44,-1
0,48.58,0.205,1,1,5,0,0.25,0,0,11,1,0,380,2732,-1
0,33.67,1.25,0,0,9,0,1.165,1,1,0,1,0,120,0,1
1,29.5,1.085,1,1,10,0,1,1,1,0,1,0,280,13,1
0,30.17,1.085,1,1,0,0,0.04,1,1,0,1,0,170,179,1
0,34.83,2.5,1,1,9,0,3,1,1,0,1,2,200,0,1
1,33.25,2.5,1,1,0,0,2.5,1,1,0,0,0,0,2,1
0,34.08,2.5,0,0,0,0,1,1,1,0,1,0,460,16,1
1,25.25,12.5,0,0,1,0,1,1,1,0,0,0,180,1062,1
0,34.75,2.5,0,0,2,2,0.5,1,1,0,1,0,348,0,1
0,27.67,0.75,0,0,8,1,0.165,1,1,0,0,0,220,251,1
0,47.33,6.5,0,0,0,0,1,1,1,0,0,0,0,228,1
1,34.83,1.25,1,1,3,1,0.5,1,1,0,0,0,160,0,1
1,33.25,3,1,1,12,0,2,1,1,0,1,0,180,0,1
0,28,3,0,0,9,0,0.75,1,1,0,0,0,300,67,1
1,39.08,4,0,0,0,0,3,1,1,0,1,0,480,0,1
0,42.75,4.085,0,0,12,0,0.04,1,1,0,1,0,108,100,1
0,26.92,2.25,0,0,3,2,0.5,1,1,0,0,0,640,4000,1
0,33.75,2.75,0,0,3,2,0,1,1,0,1,0,180,0,1
0,38.92,1.75,0,0,5,0,0.5,1,1,0,0,0,300,2,1
0,62.75,7,0,0,11,5,0,1,1,0,1,0,0,12,1
0,26.75,4.5,1,1,0,2,2.5,1,1,0,1,0,200,1210,1
0,63.33,0.54,0,0,0,0,0.585,0,0,3,0,0,180,0,1
0,27.83,1.5,0,0,9,0,2.25,1,0,1,0,0,100,3,1
1,26.17,2,0,0,4,3,0,1,1,0,0,0,276,1,1
0,22.17,0.585,1,1,13,7,0,1,1,0,1,0,100,0,1
0,22.5,11.5,1,1,6,0,1.5,1,1,0,0,0,0,4000,1
0,30.75,1.585,0,0,1,0,0.585,1,1,0,0,2,0,0,1
0,36.67,2,0,0,3,0,0.25,1,1,0,0,0,221,0,1
1,16,0.165,0,0,12,0,1,1,0,2,0,0,320,1,1
0,41.17,1.335,0,0,1,0,0.165,1,1,0,1,0,168,0,1
1,19.5,0.165,0,0,8,0,0.04,1,1,0,0,0,380,0,1
0,32.42,3,0,0,1,0,0.165,1,1,0,0,0,120,0,1
1,36.75,4.71,0,0,13,7,0,1,1,0,1,0,160,0,1
1,30.25,5.5,0,0,5,0,5.5,1,1,0,0,2,100,0,1
0,23.08,2.5,0,0,13,7,0.085,1,1,0,0,0,100,4208,1
0,26.83,0.54,0,0,5,7,0,1,1,0,1,0,100,0,1
0,16.92,0.335,1,1,5,0,0.29,1,1,0,1,2,200,0,1
0,24.42,2,0,0,11,6,0.165,1,0,2,1,0,320,1300,1
0,42.83,1.25,0,0,6,0,13.875,1,0,1,0,0,352,112,1
1,22.75,6.165,0,0,12,0,0.165,1,1,0,1,0,220,1000,1
0,39.42,1.71,1,1,6,0,0.165,1,1,0,1,2,400,0,1
1,23.58,11.5,1,1,5,1,3,1,1,0,0,0,20,16,1
0,21.42,0.75,1,1,7,4,0.75,1,1,0,0,0,132,2,1
0,33,2.5,1,1,9,0,7,1,1,0,0,0,280,0,1
0,26.33,13,0,0,11,6,0,1,1,0,0,0,140,1110,1
1,45,4.585,0,0,5,1,1,1,1,0,0,2,240,0,1
0,26.25,1.54,0,0,9,0,0.125,1,1,0,1,0,100,0,1
1,20.83,0.5,1,1,11,6,1,1,1,0,1,0,260,0,1
0,28.67,14.5,0,0,1,0,0.125,1,1,0,1,0,0,286,1
0,20.67,0.835,1,1,0,0,2,1,1,0,0,2,240,0,1
0,34.42,1.335,0,0,3,2,0.125,1,1,0,0,0,440,4500,1
0,33.58,0.25,0,0,3,2,4,1,1,0,0,2,420,0,1
0,43.17,5,0,0,3,2,2.25,1,1,0,0,0,141,0,1
1,22.67,7,0,0,0,0,0.165,1,1,0,1,0,160,0,1
1,24.33,2.5,1,1,3,2,4.5,1,1,0,1,0,200,456,1
1,56.83,4.25,1,1,13,7,5,1,1,0,0,0,0,4,1
0,22.08,11.46,0,0,5,0,1.585,1,1,0,0,0,100,1212,1
0,34,5.5,1,1,0,0,1.5,1,1,0,0,0,60,0,1
0,22.58,1.5,1,1,12,0,0.54,1,1,0,0,0,120,67,1
0,21.17,0,0,0,0,0,0.5,1,1,0,0,2,0,0,1
0,26.67,14.585,0,0,3,2,0,1,1,0,0,0,178,0,1
0,22.92,0.17,0,0,6,0,0.085,1,1,0,1,2,0,0,1
